Author	Content	Date	Language	Location	Number of Likes	Number of Retweets	In Reply To	Author Name	Author Description	Author Statuses Count	Author Favourites Count	Author Friends Count	Author Followers Count	Author Listed Count	Author Verified	Longitude	Latitude
discrete	string	time	discrete	discrete	continuous	continuous	discrete	discrete	string	continuous	continuous	continuous	continuous	continuous	discrete	continuous	continuous
class	meta title=True	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta
@SuPiloto	@SuPiloto celebra la cercanía de una #vacuna contra el #COVID19 y te ofrece nuevos servicios de transporte para tí y tus empleados. #FelizMartes #ULTIMAHORA #emprendimiento #transporte https://t.co/SisCypfwGp	2020-08-11 13:11:09	es		0.0	0.0	@SuPiloto	SuPiloto	Como pioneros en el transporte personalizado, nos reinventamos pensando en su salud, y diseñamos servicios exclusivos para ud. Whatsapp: 316 2891168.	68.0	23.0	775.0	24.0	0.0	False		
@fmvos945	11-08 Reporte diario COVID19 https://t.co/CXYjT3sSni a través de @YouTube	2020-08-11 13:11:05	es		0.0	0.0		FmVos945-SanRafael	"Escuchanos en vivo, las 24 hrs on-line
https://t.co/uCXgzV6h1b
🎧🎧🎧"	5866.0	37.0	181.0	193.0	0.0	False		
@briciosegovia	"‼️El presidente de Rusia, Vladímir Putin, anuncia que su país ha desarrollado la primera vacuna del mundo contra el #COVID19 y asegura que una de sus hijas ya se la ha puesto con éxito. Comienza ahora el escepticismo ante la velocidad con que fue aprobada.
https://t.co/ROwyzCoHVY"	2020-08-11 13:11:03	es		0.0	0.0		Bricio Segovia	Corresponsal en la Casa Blanca • White House Correspondent. @voanoticias. @AFCUnitedStates Board & DC Bureau Chair. @whca member. Pregunto, escucho, explico.	26374.0	13381.0	541.0	42730.0	281.0	True		
@afesval	App española que rastrea casos de Covid19 de manera anónima. Te dice si has estado cerca de algún caso. Sería interesante que todo el mundo hiciese uso y por tanto colaborase. #valenciadealcantara #vivirenunpueblo… https://t.co/99uuxDwbso	2020-08-11 13:11:02	es	ES	0.0	0.0		AFESVAL	Asociación para el Fomento Económico y Social de Valencia de Alcántara	3819.0	3506.0	988.0	425.0	4.0	False	-7.24411596	39.4100554
@A3Noticias	"Encontramos más de 580 focos de #coronavirus repartidos por toda España. Ávila era la única provincia ""libre"" de brotes, pero hoy se han detectado dos en la zona de El Barco de Ávila y Piedrahita

🔴 #MásDatosA3N: Consulta aquí el mapa de contagios 
 https://t.co/Qe7Fu8brpW"	2020-08-11 13:11:00	es		0.0	1.0		Antena3Noticias	Toda la información a un click. Recibe la actualidad en tu móvil, únete a nuestro canal de Telegram https://t.co/zgXGOsahX4	297204.0	700.0	550.0	1934264.0	8314.0	True		
@Ops_Paraguay	#NoBajesLaGuardia Podemos evitar la propagación del #COVID19 https://t.co/YM4CrbE01m	2020-08-11 13:10:52	es		0.0	0.0		OPS OMS Paraguay	Trabajamos para mejorar y proteger la salud de las personas. Oficina regional de @opsoms en Paraguay. #SaludParaTodos	7693.0	2772.0	830.0	12378.0	60.0	True		
@DiarioLibre	"| #Coronavirus| La vacuna rusa, anunciada hoy por el presidente ruso Vladímir Putin, no figuraba entre las seis que según señaló la OMS.

#DiarioLibre #Actualidad #VacunaRusa #Covid19  https://t.co/DszqnkSvRr"	2020-08-11 13:10:52	es		0.0	0.0		Diario Libre	Periódico líder en lectoría en la República Dominicana.	289544.0	364.0	23563.0	1243886.0	2858.0	True		
@chamberohoy	#Cuba Artemisa, La Habana y Villa Clara, por ese orden, son las provincias con las mayores tasas de incidencia de la #COVID19 por cada 100 mil habitantes. #CubaPorLaVida #CubaSalvaVidas #CubaPorLaSalud #CubaSalva https://t.co/8vdaxVjMvx	2020-08-11 13:10:52	es		0.0	0.0		chambero🇨🇺	Soy Yaimer Mujica Pérez, un joven periodista cubano que trabaja en Radio Chambas y cree en la construccción de una Cuba más próspera con el esfuerzo de todos.	89442.0	57598.0	10533.0	12891.0	56.0	False		
