Author	Content	Date	Language	Location	Number of Likes	Number of Retweets	In Reply To	Author Name	Author Description	Author Statuses Count	Author Favourites Count	Author Friends Count	Author Followers Count	Author Listed Count	Author Verified	Longitude	Latitude
discrete	string	time	discrete	discrete	continuous	continuous	discrete	discrete	string	continuous	continuous	continuous	continuous	continuous	discrete	continuous	continuous
class	meta title=True	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta
@trecepy	"🔴 CONCEJAL DEPARTAMENTAL DIO POSITIVO AL #COVID19.

➡️ En el Dpto de Itapúa, desinfectaron sede del Palacete por precaución.

#ElNoticiero https://t.co/mBgXI8QPLZ"	2020-08-14 23:17:11	es		0.0	0.0		Trece	#SiempreConectados	153050.0	7017.0	390.0	201781.0	286.0	True		
@Panorama_sv	Autoridades de @SaludSV y @VMTElSalvador realizaron hoy una reunión con transportistas, de cara a la reapertura y circulación de las unidades, con el objetivo de que se cumplan todos los protocolos sanitarios necesarios frente al #COVID19. https://t.co/AAE0lprOLQ	2020-08-14 23:17:08	es		0.0	0.0		Noticiero Panorama	Informativo de @Canal10Sv | Información objetiva sobre la realidad nacional e internacional.	121869.0	550.0	670.0	41820.0	203.0	False		
@impactocamargo	"Habrá sanciones para quienes no han entendido el riesgo en esta pandemia: Consejo Estatal de Salud
#Chihuahua #COVID19 #Sanciones
https://t.co/65I68fsVRk"	2020-08-14 23:17:08	es		0.0	0.0		ImpactoNoticias	Periodismo Digital de Camargo, Chihuahua	43803.0	19.0	118.0	516.0	11.0	False		
@GabyDeLuc1a	"🔹14 de agosto - Reporte n° 306 #COVID19 a nivel nacional🔹

*️⃣ 6.365 nuevos casos / 282.437 total.
*️⃣ 165 muertes en las últimas 24 horas  / 5.527 en total.

➡️ Personas internadas en UTI: 1.718
🔘 Porcentaje ocupación total de camas UTI adulto:
- Nación: 58.9%
- AMBA: 68.6%"	2020-08-14 23:16:54	es		0.0	0.0		Gabriela De Lucía	Periodista y docente de la @unlp. Feminista 💜 Mamá de 2	206.0	14.0	249.0	32.0	0.0	False		
@Pemex	A las 12:00 horas, el director general hizo una pausa al recorrido para presidir el acto de homenaje a los fallecidos por COVID19 y reconocimiento al personal de salud. https://t.co/KRWgiPYZND	2020-08-14 23:16:49	es		1.0	0.0	@Pemex	Petróleos Mexicanos	Petróleos Mexicanos es la mayor empresa de México. Director General: Octavio Romero Oropeza	18939.0	1750.0	187.0	802428.0	1969.0	True		
@Liaghotic	@rosaicela_ @SCT_mx @lopezobrador_ Gran equipo de trabajo, por su vocación, preparación académica, talento y profesionalismo y sobre todo la sensibilidad con la que han tratado el tema de #COVID19	2020-08-14 23:16:37	es		0.0	0.0	@rosaicela_	Lía Luna	Soy lo que estudié, no me creo más, tampoco menos, soy una gran certeza de mujer, mi pasión es LA DOCENCIA y  ABOGACÍA y por ego aprenderé en materia Aduanal	12510.0	13954.0	585.0	229.0	0.0	False		
@ellitoral	Covid-19 en Argentina: 165 fallecidos y 6.365 nuevos contagiados https://t.co/TNsesX2uxv	2020-08-14 23:16:33	es		0.0	0.0		ellitoral	Noticias, Servicios y toda la información de Santa Fe, Argentina y el mundo | http://t.co/UHdEVcdhPX | WhatsApp 342-6305344	226963.0	245.0	92.0	146873.0	509.0	True		
@PEDREGNOmj	"Os invitamos a leer este artículo que hemos preparado en @ConsultoresScl para @GSocialesMadrid ""Sistemas de #prevencion de #riesgos y cumplimiento normativo ¿una respuesta ante la situación generada por el #COVID19?
➡️https://t.co/Wu9qPlUCbg
👉🏻📧 info@sclconsultores.es https://t.co/HnkKGwv2gs"	2020-08-14 23:16:26	es		0.0	0.0		MARÍA JOSÉ G. PEDREÑO	PhD en Derecho. Gestiono Conflictos para resolverlos -Asesora Jurídico Laboral y Empresa. Especialista en Compliance Laboral. Socia @AsemeMadrid Telf. 672256842	6027.0	6120.0	402.0	302.0	20.0	False		
