Author	Content	Date	Language	Location	Number of Likes	Number of Retweets	In Reply To	Author Name	Author Description	Author Statuses Count	Author Favourites Count	Author Friends Count	Author Followers Count	Author Listed Count	Author Verified	Longitude	Latitude
discrete	string	time	discrete	discrete	continuous	continuous	discrete	discrete	string	continuous	continuous	continuous	continuous	continuous	discrete	continuous	continuous
class	meta title=True	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta
@hugoacosta_	Ahora llevan mas eunucos chilangos a la región para que la destruyan como ocurrió con #sanpedro donde se dispararon las ejecuciones, secuestros, balaceras, e incluso infectados con COVID-19 todo un cobarde el pigmeo lagunero Riquelme #saltillo #monclova #torreon https://t.co/6QdRJTyUpt	2020-08-12 21:26:50	es		0.0	0.0		Make Saltillo Great Again	"Ing. Eléctrico @ITSaltillo 
M.I.I @FCQ_UANL"	51883.0	13243.0	565.0	600.0	1.0	False		
@ammorillasmunoz	"Me cuenta mi madre, auxiliar de enfermería en el Gregorio Marañón, que han preparado cuatro plantas para recibir la semana COVID-19 y que al personal le han restringido estar en zonas como control o descanso a 3 personas.

Objeción de conciencia, huelga, moción de censura o 155."	2020-08-12 21:26:46	es		0.0	0.0		Ana María Morillas Muñoz	Con un pie en el cementerio.	4548.0	2313.0	188.0	543.0	0.0	False		
@OKRAMBRJSG	@AntonioAttolini Cuantos cachitos crees que hayan comprado los millones de desempleados que ha dejado el COVID 19 en México?	2020-08-12 21:26:41	es		0.0	0.0	@AntonioAttolini	OKRAM		29537.0	1867.0	1564.0	702.0	25.0	False		
@LuisSpasiuk	Misiones sumó un nuevo recuperado de Coronavirus (COVID-19) https://t.co/UQByzp6KS6 https://t.co/xwdaBBRpkk	2020-08-12 21:26:40	es		0.0	0.0		Luis Spasiuk	Director/Editor de https://t.co/jSfjiiHYqu y de L I Radio 99.1 FM Católico Practicante, Orgulloso de ser hijo de Colonos, Mientras sea Honesto y Legal Todo	19276.0	3685.0	1173.0	3137.0	25.0	False		
@Cfc3116	En el covid-19	2020-08-12 21:26:33	es		0.0	0.0		Cesar Figueroa		840.0	11.0	404.0	260.0	0.0	False		
@FEGL19	LA VACUNA CONTRA EL COVID 19 https://t.co/hA0yKH3PDt	2020-08-12 21:26:30	es		0.0	0.0		FEGL	Soy el padre de tres hijos maravillosos !!! ME SEGUÍS, TE SIGO. NO PORNOGRAFIA. (Bloqueo).	3711.0	5965.0	997.0	1006.0	0.0	False		
@NaranjitoGAD	🟢 USO OBLIGATORIO DE MASCARILLA PARA EVITAR LA PROPAGACIÓN DEL COVID-19 EN NUESTRO CANTÓN https://t.co/Jee0vruYEv	2020-08-12 21:26:30	es		0.0	0.0		Naranjito Alcaldía	Cuenta oficial de las actividades que realiza la Alcaldía de Naranjito.	834.0	93.0	244.0	318.0	0.0	False		
@OaxacaesNoticia	Brote de contagio de #COVID19 en asilo de #Oaxaca capital https://t.co/w6MREQIknW a través de @OaxacaesNoticia	2020-08-12 21:26:28	es		0.0	0.0		OaxacaesNoticia	Diario de información general. Reporteros de la calle, independientes. Contáctanos: licfranciscovf@gmail.com	38966.0	9147.0	783.0	4260.0	30.0	False		
@adeodato007	Francia movilizará a policías para obligar uso de cubrebocas – Noticieros Televisa ⁦@lopezobrador_⁩  https://t.co/ugIhqNRoYk	2020-08-12 21:26:28	es		0.0	0.0		MIKE LOPEZ	soy libre .....soy feliz ❤️ soy lo que soy y te necesito a ti !!	3497.0	101.0	2729.0	248.0	1.0	False		
@liderweb_mx	Expertos independientes consideraron que la isla cuenta con la posibilidad de fabricarla masivamente https://t.co/cIAGWfNcg5	2020-08-12 21:26:28	es		0.0	0.0		LíderWeb/NuevoLaredo		119188.0	365.0	894.0	3379.0	70.0	False		
