Author	Content	Date	Language	Location	Number of Likes	Number of Retweets	In Reply To	Author Name	Author Description	Author Statuses Count	Author Favourites Count	Author Friends Count	Author Followers Count	Author Listed Count	Author Verified	Longitude	Latitude
discrete	string	time	discrete	discrete	continuous	continuous	discrete	discrete	string	continuous	continuous	continuous	continuous	continuous	discrete	continuous	continuous
class	meta title=True	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta
@mersfa	@ErickRSalguero @prensagrafica Y el plan CERO COVID-19?	2020-08-04 16:13:58	es		0.0	0.0	@ErickRSalguero	A sx lttrs		175283.0	74307.0	2009.0	1014.0	30.0	False		
@NTelevisa_com	"En la carrera contra el COVID-19 ya se encuentran en proceso 165 posibles vacunas, la mayoría presenta avances favorables.
Esto es lo que señalan los especialistas sobre la cura del coronavirus:

#Despierta con @campossuarez https://t.co/cyltyZZHK4"	2020-08-04 16:13:58	es		0.0	0.0		Noticieros Televisa	Noticias de México y el mundo, entrevistas, fotos, videos, reportajes, coberturas, blogs e información	669694.0	129.0	203.0	3104557.0	10320.0	True		
@kikomartin	"🚨El Almería suspende los entrenamientos al detectar otro positivo por COVID-19 en su plantilla. 

😣La pesadilla que no cesa. Ánimo al afectado y que no haya más positivos... https://t.co/0hh1aCVSyb"	2020-08-04 16:13:57	es		0.0	0.0		Javier Martín	📝#Periodista | 📰Me lees en @diarioAs | ♠️Cronista #Leganés, #Fuenlabrada y ➕| Hablo: 🇪🇸🇬🇧🇮🇹🇷🇸| 📩Kiko.Martin@outlook.com	68855.0	13610.0	1223.0	5997.0	160.0	True		
@Salud_Municipal	"📌📸Por indicaciones del alcalde @JorgeSalum el #HospitalDelNiño continúa reforzando las series de medidas para asegurar no sólo la atención médica, sino también la prevención y mitigación de riesgos de contagio ante la emergencia sanitaria por COVID-19: ⤵️
(Se abre hilo) https://t.co/htkMmdsTYh"	2020-08-04 16:13:55	es		0.0	0.0		Salud Pública Durango Capital	Cuenta oficial de la Dirección de Salud Pública Municipal. Tel 137 83 50	11431.0	2611.0	410.0	5278.0	19.0	False		
@SeremiSalud3	"Autoridades de Salud confirman 34 nuevos casos de #Covid_19 en la región de #Atacama. 

Para más información: https://t.co/n7jgkReFXZ https://t.co/TwjoGwoVi3"	2020-08-04 16:13:53	es		0.0	0.0		Seremi de Salud Atacama	"Cuenta Oficial de la Secretaría Regional de Salud, Región de Atacama.

SEREMI: @bastian_hn"	7409.0	3273.0	728.0	6138.0	27.0	False		
@rafaelread	"Ocoa cero casos nuevos de #Covid_19 eso no es para celebrarlo es para preocuparnos. Cuántas pruebas están pendientes de resultados de PCR? @lluberesjulio @SaludPublicaRD @Coronavirusgob 
No bajemos la guardia. #QuedateEnCasa"	2020-08-04 16:13:51	es	DO	0.0	0.0		Rafael Read	Nacido en San José De Ocoa. Protector Del Medio Ambiente. Creo en la sinceridad. Un Ocoa  y un país mejor es posible. Faltan más acciones y menos promesas.	41398.0	20559.0	715.0	1366.0	12.0	False		
@soldleon	"#Local 📰 | LConfirman ""Barrio Arriba"" como zona de alto riesgo por Covid-19

La nota aquí ➡https://t.co/Em4q8FqzlL https://t.co/X8iYR4WVeN"	2020-08-04 16:13:50	es		0.0	0.0		El Sol de León	Somos parte de @OEMenlinea, y editamos el @soldleon, el @ESTOdelBajio y el @noticiasvesp	128611.0	1070.0	307.0	13633.0	155.0	False		
@ma_vicente	"El #paro baja en julio en 89.849 personas hasta los 3,77 millones tras cuatro meses de subidas por la COVID-19
Es la mayor caída del desempleo en un mes de julio desde 1997
[Era de esperar. Después de todo lo que ha subido...]
@JuanIgnacioCre1
https://t.co/zAh9Kj2yiZ"	2020-08-04 16:13:48	es		0.0	0.0		Miguel Ángel Vicente (en ERTE)	"Usuario final de la economía, aficionado a comprender el mundo, wikipedista. Analista independiente.
RT ≠ endorsement."	86956.0	6925.0	626.0	695.0	278.0	False		
