Author	Content	Date	Language	Location	Number of Likes	Number of Retweets	In Reply To	Author Name	Author Description	Author Statuses Count	Author Favourites Count	Author Friends Count	Author Followers Count	Author Listed Count	Author Verified	Longitude	Latitude
discrete	string	time	discrete	discrete	continuous	continuous	discrete	discrete	string	continuous	continuous	continuous	continuous	continuous	discrete	continuous	continuous
class	meta title=True	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta
@Cruz_Roja_Apure	"El miedo 😨, la incertidumbre 😱 y el encierro en casa para disminuir la propagación del COVID-19 pueden hacer que sea difícil para las familias mantener un estado de calma. 
Te recomendamos: Mantenener 🧘🏻‍♀️ rutinas saludables, y fomentar la resiliencia en casa."	2020-08-14 19:55:32	es		0.0	0.0		Cruz Roja Apure	"Cuenta Oficial de Cruz Roja Seccional Apure. ""Salvar vidas, cambiar mentalidades"" Síguenos en Facebook en @crvseccionalapure"	817.0	1962.0	272.0	350.0	0.0	False		
@GuerraProenza	#AduanaCMG celebró el cumpleaños 94 de nuestro Máximo Líder, Fidel Castro Ruz. Se entregaron diplomas de reconocimiento a jóvenes destacados por su activa participación en el enfrentamiento a la Covid-19. Finalmente los participantes disfrutaron de una suculenta caldosa. https://t.co/91QPUrnRgi	2020-08-14 19:55:25	es		0.0	0.0		Mailen Proenza Guerra		121.0	368.0	91.0	87.0	0.0	False		
@Plurfamilyoffi1	"⚠️⚠️
@nickyromero confirma que su prueba de COVID-19 dió positivo. Por este motivo ha cancelado todos sus próximos eventos y se mantendrá en cuarentena. Cambie aclaro que no presenta sintomas graves, sin embargo su sentido del olfato y el gusto han disminuido notablemente. https://t.co/5D7wQgcrJ2"	2020-08-14 19:55:25	es		0.0	0.0		Plurfamilyofficial	"Platform and Media
➡Electronic Dance Music"	144.0	1.0	91.0	12.0	0.0	False		
@ANewsMX	"Supera Guerrero los 13 mil casos positivos por #COVID19 😷

https://t.co/eEfKdZt3co"	2020-08-14 19:55:23	es		0.0	0.0		ANews	Aquí encuentras las mejores noticias de Guerrero, porque te decimos las cosas como son y sin rodeos. Whatsapp: 7442532338	133617.0	18119.0	953.0	35685.0	172.0	False		
@porlavisioncom	"#14agosto | Hijo menor de #Bolsonaro da positivo al #COVID__19
https://t.co/wYmfZhPFc7"	2020-08-14 19:55:22	es		0.0	0.0		Porlavisión	El gran medio digital venezolano. Una alternativa para estar conectado con las últimas noticias y tendencias. Credibilidad e información veraz al instante.	2002.0	30.0	842.0	238.0	1.0	False		
@ARCSA_CZ1	#ArcsaOperativo | En el control de laboratorios clínicos, nuestros técnicos verifican en pruebas de COVID-19 que las mismas cuenten con Registro Sanitario y fecha de caducidad vigente. #Imbabura https://t.co/eC4zDQkq43	2020-08-14 19:55:21	es		0.0	0.0		Arcsa Zona 1	Cuenta Oficial de Twitter de la Coordinación Zonal 1 de @Arcsa_Ec #Carchi #Esmeraldas #Imbabura #Sucumbíos	20106.0	3799.0	604.0	2264.0	2.0	False		
@tierraaustral1	"LA PROVINCIA BUSCA PARTICIPAR DEL ESTUDIO PARA EMPLEAR IBUPROFENATO SÓDICO EN EL TRATAMIENTO DE COVID-19
https://t.co/5UQJ5mlTLT https://t.co/FS2yjRnp6w"	2020-08-14 19:55:21	es		0.0	0.0		tierra austral		22470.0	0.0	2043.0	1391.0	15.0	False		
@moralescr96	El Barcelona es un transmisor del Covid-19 o por que ya no me sabe nada?:(	2020-08-14 19:55:20	es		0.0	0.0		Morales	Amante de los tacos de canasta 🧺	28698.0	2070.0	259.0	244.0	1.0	False		
@adichirimara	"🇻🇪 MILICIA,PUEBLO EN ARMAS
💠Milicianos Patriotas de la APDI Guayabal del @adichirimara bajo el Cmdo. @Miliciaguarico1 realizan guardias de control y Jornadas de Concienciación a la población para prevenir el contagio del COVID-19,  en Farma Patria Guayabal. #MiliciaEsPueblo https://t.co/I6iFygWwMa"	2020-08-14 19:55:20	es		0.0	0.0		ADI 352 CHIRIMARA	"ADI 352 CHIRIMARA
Municipios: Miranda, Camaguan y Guayabal. Estado Guárico. NUESTRA LEALTAD ES IMBATIBLE. ¡Venceremos!"	50543.0	48663.0	4143.0	2177.0	2.0	False		
@EricJs13	"@somos_ejercito Todos juntos al combate contra el #Covid_19 no bajemos la guardia 
#ConcienciaAnteElCOVID19"	2020-08-14 19:55:19	es		0.0	0.0	@somos_ejercito	Eric_Js		57.0	80.0	4.0	0.0	0.0	False		
@Granma_Digital	"Ministerio de Salud Pública: #Cuba reporta 56 nuevos casos de #COVID-19 para un total de 3229 en el país
https://t.co/OOGyoy17HS"	2020-08-14 19:55:18	es		0.0	0.0		Periódico Granma	Periódico Granma, Órgano oficial del Comité Central del Partido Comunista de Cuba	95961.0	392.0	212.0	193588.0	1827.0	True		
@MaraJos29029908	@CaracolRadio Pues si dicen que el COVID 19 se queda con nosotros como otra enfermedad mas,que lo van a tener toda la vida cerrado?	2020-08-14 19:55:13	es		0.0	0.0	@CaracolRadio	María José	cantar	16.0	147.0	46.0	1.0	0.0	False		
@rtp_bolivia	Solo en dos departamentos se redujo el número de municipios con riesgo alto de COVID-19, según el último reporte que presentó el Ministerio de Salud. https://t.co/pyrnzAEyyA	2020-08-14 19:55:12	es		0.0	0.0		RTP Bolivia	El Sistema de Radio y Televisión Popular, es un sistema de medios de comunicación, que se destaca por su labor social, contenido diferente y servicio al pueblo.	35557.0	321.0	222.0	49036.0	179.0	False		
@EikikiG	@prensa_libre 👋👋👋👋👋👋Siiiiii... Aunque en el área rural estén muriendo por covid 19 y hambre... Hay que impulsarlo...	2020-08-14 19:55:10	es		0.0	0.0	@prensa_libre			22136.0	1310.0	101.0	102.0	1.0	False		
@laverdad_tam	El hospital argentino que permite dar el último adiós a enfermos de COVID-19 https://t.co/FYcnCkqnbh	2020-08-14 19:55:07	es		0.0	0.0		La Verdad Tamps	La Verdad de Tamaulipas Redes Sociales	18070.0	20.0	449.0	933.0	13.0	False		
@BrujulaNoticias	"Te invitamos a leer la columna de Marco Gandarillas, titulada: ""¿Vencer al COVID-19 con bloqueos y enfrentamientos callejeros?""
https://t.co/8PDkFRfVDh"	2020-08-14 19:55:07	es		0.0	0.0		Brújula Digital	Periódico digital boliviano	11629.0	35.0	220.0	18597.0	79.0	False		
@la_patilla	Diputada Jaramillo: Son ineficientes medidas ejecutadas por Maduro para evitar el Covid-19 https://t.co/WhCnb8R368	2020-08-14 19:55:06	es		0.0	0.0		La Patilla	"Información e Investigación. 
DESCARGA NUESTRA APP AQUÍ 📲
https://t.co/kYU2Z1T11G

Instagram: https://t.co/sCftVquHBX 
Telegram: https://t.co/X5c1QH76Kt 📲"	5343219.0	594.0	162.0	7077123.0	15549.0	True		
@TachiraNews	En Quito, Ecuador, falleció el Doctor Pedro Moreno Moyano, Paz a Su Alma https://t.co/ujBdKKenWv #TáchiraNews #Covid-19 #Venezuela #Táchira https://t.co/ae33678yXU	2020-08-14 19:55:06	es		0.0	0.0		Táchira News	"El portal informativo del estado Táchira. 
ⓕ Táchira News 
📸@Tachiranews_
tachiranewsprensa@gmail.com"	51506.0	2366.0	2997.0	40274.0	110.0	False		
@joselafuente979	"Qué bueno el nuevo tema de los Rolling Stones, 'Living in a Ghost Town'. Rodaron el videoclip en pleno confinamiento por la Covid-19.
https://t.co/erkgPhv0zl"	2020-08-14 19:55:05	es		0.0	0.0		José Luis Lafuente	Lo que escribo en Twitter no son más que las reflexiones, balbuceos y delirios inconexos de un pobre idiota, sólo coherentes en su propia incoherencia.	2619.0	7158.0	121.0	97.0	0.0	False		
@EnLinea_BC	Paciente con cáncer terminal fallece de Covid-19 en BC @EnLinea_BC https://t.co/kFhht9S6y9	2020-08-14 19:55:05	es		0.0	0.0		En Línea BC	Portal informativo @EnLinea_BC | Agencia Regional de Noticias | info@enlineabc.com	33766.0	67.0	392.0	1692.0	34.0	False		
@gordito007_2013	Señores @PGN_COL, @SectorSalud, @ClaudiaLopez hasta cuando debo esperar resultado de prueba COVID 19 desde el día 3 de Agosto de 2020 hasta el momento por parte de @EPS_Famisanar, @personeriabta, @DefensoriaCol, @Supersalud	2020-08-14 19:55:03	es		0.0	0.0		Bladimir Bohórquez		3918.0	116.0	931.0	102.0	0.0	False		
@escordoba_com	La Consejería de Salud y Familias informa de que, actualmente, 142 pacientes confirmados con COVID-19 permanecen ingresados en los hospitales andaluces, de los que 29 se encuentran en UCI. Córdoba (11 hospitalizaciones, de los que 2 en UCI), G https://t.co/8YAYdxpDiG	2020-08-14 19:55:02	es		0.0	0.0		escordoba.com	La actualidad de Córdoba.	61360.0	822.0	1956.0	2603.0	82.0	False		
@CaraotaDigital	ATENCIÓN 🛑 Covid-19 cobró la vida de otro profesional de la salud en #Maracaibo 👇 (+detalles)  ❗ https://t.co/wsJllI1R3O	2020-08-14 19:55:02	es		0.0	0.0		CaraotaDigital	¡Directo al grano! 🌱Somos entretenimiento, información y opinión responsable, que da la cara. Instagram: @caraotadigital Telegram: https://t.co/MkXujF1GdN	5984150.0	16148.0	326.0	1686247.0	3257.0	True		
@lado_mx	Francia exigirá pruebas de Covid-19 a viajeros mexicanos | Noticias con Yuriria Sierra: https://t.co/wC8G5l2OKG	2020-08-14 19:55:02	es		0.0	0.0		Lado.mx	"Información en verdadero tiempo real, Web: https://t.co/RbiXmdqk6O 
FB: https://t.co/I2mnHK4PTz 
Contacto: webmaster@lado.mx"	864527.0	45.0	2159.0	2619.0	65.0	False		
@MedicosTenerife	"""Orgullo"" en el seno del Interterritorial por su frente ante el Covid-19 https://t.co/LrvqoI0Syi"	2020-08-14 19:55:01	es		0.0	0.0		Medicos Tenerife	Al servicio del colectivo médico y la sociedad.	23097.0	2655.0	873.0	2574.0	75.0	False		
@diariocorreo	"El hospital que permite dar el último adiós a enfermos de coronavirus en Argentina (FOTOS)
https://t.co/Ryb3g496y7"	2020-08-14 19:55:00	es		0.0	0.0		Diario Correo	Desde sus 14 redacciones, Correo te informa al instante de todo lo que sucede en el Perú y el mundo.	307093.0	1.0	509.0	1045903.0	2621.0	True		
@SinEmbargoMX	"David Jiménez, Embajador en Honduras, es trasladado a México después de enfermar de COVID-19
https://t.co/VUy0o6CgcP https://t.co/327g7ee5x5"	2020-08-14 19:55:00	es		2.0	0.0		Sin Embargo MX	Todas las voces. Las mejores plumas. Sin Censura. Sin Intereses. Sigan también a @SinEmbargoTR | @MagazineSEMX	990593.0	313.0	397.0	1501471.0	6082.0	True		
