Author	Content	Date	Language	Location	Number of Likes	Number of Retweets	In Reply To	Author Name	Author Description	Author Statuses Count	Author Favourites Count	Author Friends Count	Author Followers Count	Author Listed Count	Author Verified	Longitude	Latitude
discrete	string	time	discrete	discrete	continuous	continuous	discrete	discrete	string	continuous	continuous	continuous	continuous	continuous	discrete	continuous	continuous
class	meta title=True	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta
@FGR_Cuba	👉En sesión extraordinaria del Consejo de Ministros de la República de Cuba, fue aprobada la estrategia económico-social para el impulso de la economía y el enfrentamiento a la crisis mundial provocada por la COVID-19. #VamosPorMás https://t.co/XBNNUQnZno	2020-07-17 13:58:01	es		0.0	0.0		Fiscalía de Cuba	Con la misión de proteger el orden político y jurídico del Estado y la sociedad en #Cuba, procuramos el restablecimiento de la legalidad quebrantada.	7646.0	5613.0	705.0	10902.0	28.0	False		
@TeLoCuentoNews	"Las autoridades sanitarias de la región española de Aragón, al noreste de España, ordenaron el sacrificio de casi 100.000 visones tras detectar que muchos de ellos estaban infectados con COVID-19
https://t.co/T3u36zTdzA"	2020-07-17 13:58:00	es		0.0	0.0		Te Lo Cuento News	Noticias confirmadas de Hispanoamérica. Transmisiones #EnVivo sobre #AméricaLatina @TeLoCuentoNewsV prensa@telocuentonews.com	272251.0	230.0	275.0	79928.0	448.0	False		
@pedalafondonet	La clase prototipos, especificamente la LMP1 #LMP1 es una de las categorias que pierde por igual un auto. #Ginetta ( quienes anunciaban 2 autos para competir a los #Toyota y  #Rebellions )  acaba de confirmar que solo tendra uno de sus AER-powered G60-LT-P1s debido al #Covid_19 https://t.co/HN2BN2VPho	2020-07-17 13:57:59	es		0.0	0.0		Alex Cuevas	Informatico / Amante y Fan de las Carreras de Autos / FórmulaE / Fórmula1 / Escogidista	53081.0	9300.0	1492.0	947.0	73.0	False		
@JPaterninaBlanc	"""¿Cómo [damos soluciones a la crisis del Covid-19]? Tenemos que crear un ambiente de certidumbre [para todos los actores]. Debemos garantizar la producción y el procesamiento [para que todos] puedan trabajar sin contratiempos"" @jorvergara de @mopcparaguay @ITF_Forum"	2020-07-17 13:57:59	es		0.0	0.0		Josh PaterninaBlanco	🇨🇴🇻🇪 policy analyst passionated about sustainable development, mobility & ICTs. Work at @ITF_Forum 🎓 @LSE, @SciencesPo & @EcoledesPonts. Views are my own.	239.0	625.0	800.0	158.0	2.0	False		
@Again_norobot	"@EconAndreaV #GraciasPuebloHeroico 
#Covid_19 ┣▇▇═─Transport FULL cobro ilegal #Carabobo 
Cuántos deben
████ █▀█ █▀█ █ █▀█
█ ▼ █ █▄█ █▀▄ █ █▀▄
@rafaellacava10
 @INTT @VTVcanal8
#ModoVotar SIN GAS-AGUA-CABLE-CLAP ..."	2020-07-17 13:57:56	es		0.0	0.0	@EconAndreaV	I´m@rel	ESPONTÁNEA SIN ENSAYOS	104522.0	3332.0	1529.0	1279.0	0.0	False		
@Info_Region	"FALLECIERON DOS VECINOS DE ESTEBAN ECHEVERRÍA POR COVID-19
https://t.co/r4fTG4jbJR"	2020-07-17 13:57:56	es		0.0	0.0		Info Región	"Diario del Área Metropolitana de Buenos Aires
- Laboratorio de Medios - Universidad Nacional de Lomas de Zamora"	57544.0	29.0	1023.0	5632.0	66.0	False		
@feub	"Pensamientos de Santa Teresa de Jesús
#COVID_19
#cuidemonosentretodos
#QuedateEnCasa https://t.co/NXoZ5MLyJT"	2020-07-17 13:57:55	es		0.0	0.0		Ana María Bravo Torres	Católica. 3 hermosos hijos. Lema: Toma tu Cruz y sigueme	527.0	1136.0	65.0	35.0	1.0	False		
@SergioBaroon	@DiegoCl45964361 @AnaBossaC @RonnySuarez_ @luzpastrana En realidad la preocupación tiene meses. Lo que no hemos encontrado aún es una explicación plausible de por qué la gente fallece sin pasar por la UCI a pesar de tener (a mi entender) la necesidad previa de hacerlo. A mí la duda me surgió por esta noticia https://t.co/D0se3ZcVaU	2020-07-17 13:57:53	es		0.0	0.0	@DiegoCl45964361	Sergio Barón	«Where is the Life we have lost in living? Where is the wisdom we have lost in knowledge? Where is the knowledge we have lost in information?» T.S. Elliot	2874.0	689.0	655.0	111.0	0.0	False		
