Author	Content	Date	Language	Location	Number of Likes	Number of Retweets	In Reply To	Author Name	Author Description	Author Statuses Count	Author Favourites Count	Author Friends Count	Author Followers Count	Author Listed Count	Author Verified	Longitude	Latitude
discrete	string	time	discrete	discrete	continuous	continuous	discrete	discrete	string	continuous	continuous	continuous	continuous	continuous	discrete	continuous	continuous
class	meta title=True	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta
@paulo_yolatl	"Se salvaron del #COVIDー19, pero no de los crímenes que cometieron || #EnLínea

https://t.co/HoN39lueOv"	2020-07-20 16:33:59	es		0.0	0.0		PAULO YOLATL	"𝗘𝗻 𝗹í𝗻𝗲𝗮.
Periodista.
WhatsApp 2228660733
Soy mi propio CM.
Digo lo que pienso y veo.
Curador de información."	78395.0	7801.0	3770.0	14357.0	113.0	False		
@CrimeStoppersEL	"#Denuncie la violencia doméstica de forma anónima, a través de https://t.co/8iSAmQvL7T o llamando gratis al 121 #Anónimo y #Seguro, en medio de la emergencia nacional por el COVID-19. #QuedateEnCasa  @PNCSV @SeguridadSV 
@Director_PNC @FGR_SV @ISDEMU https://t.co/DKXGWoL8sq"	2020-07-20 16:33:59	es		0.0	0.0		CrimeStoppers	Programa de participación ciudadana para ayudar a combatir la delincuencia. Si tiene información de un sospechoso o delito, ingrese a http://t.co/ebjPU4QUrJ	3874.0	2065.0	312.0	757.0	1.0	False		
@ADiNoticias	"Jorge Rodríguez, ministro de Comunicación e Información de Nicolás Maduro, informó que 45 empleados de Venezolana de Televisión, incluido su presidente Freddy Ñánez, dieron positivo en prueba rápida de COVID-19. Se está haciendo un barrido epidemiológico completo.

FOTO: VTV https://t.co/JzecsDe5p9"	2020-07-20 16:33:57	es		1.0	0.0		América Digital Noticias		9172.0	4.0	6285.0	19126.0	139.0	False		
@informadornews	Optimismo por primeras pruebas de vacuna de AstraZeneca para COVID-19 https://t.co/1hF7bzjrqu	2020-07-20 16:33:56	es		2.0	2.0		El Informador News	Noticias del mundo Latino en USA	8783.0	21.0	1246.0	433.0	13.0	False		
@329DCR1Cia	#20Jul A diario en la GNB nos esforzamos para cuidar y proteger al Pueblo Venezolano por ello no descuidaremos las acciones que hacen frente a la batalla contra el COVID-19 #SemanaRadicalPorLaSalud GNBCuidadeTi #FANB .@GNBoficial .@NicolasMaduro https://t.co/OtCMWD7bqY	2020-07-20 16:33:56	es		0.0	2.0		1ERA CIA DEL DESTACAMENTO RURAL 329😷👍	Cuenta Oficial De La 1era CIA Del Destacamento Rural 329 GNB-32 Cojedes	3460.0	3642.0	111.0	86.0	0.0	False		
@BarraInformati1	"Con 190 nuevos casos de covid-19 y 7 muertos, Oaxaca rechaza semáforo rojo
https://t.co/EEz4zcZQki"	2020-07-20 16:33:54	es		0.0	0.0		BarraInformativa	Información periodística sobre política, educación y municipios. Información sin censura. Participa	49785.0	47.0	390.0	981.0	8.0	False		
@TaniaPena100	"@JoanaTwice @JGouveaS
@savedbyz3ro @joanaabarbosa
@AracildaHansen @FeiticeiroGato
@Poolwww1 @CidadaoBr500
@Ricar_ddo 

Vacina experimental para a Covid-19 https://t.co/SC5SLISSR5"	2020-07-20 16:33:54	es		0.0	0.0	@JoanaTwice	Tânia 🇧🇷 🇪🇦	"Conversas produtivas são sempre bem-vindas.
Não ao extremismo.
Contra a ditadura seja de qualquer espectro político."	8401.0	17321.0	589.0	507.0	0.0	False		
@FranAcedo3	"""Sin embargo, no se ha demostrado que el uso de mascarillas (tanto médicas como de otros tipos) en un entorno comunitario (incluso el uso universal de mascarillas en una comunidad) por personas sanas evite la transmisión de virus respiratorios, incluido el de la COVID-19"" (OMS)"	2020-07-20 16:33:54	es		0.0	0.0		Fran Serrano Acedo	Español. Real Madrid. Liberal. Si no estás prevenido ante los medios de comunicación, te harán amar al opresor y odiar al oprimido. Música, cine, libros y ➕	47582.0	6918.0	2156.0	2083.0	17.0	False		
@SinEmbargoTR	La vacuna china contra la COVID-19 arriba a Sao Paulo, Brasil, para ser aplicada en 9 mil voluntarios https://t.co/oBqbHc3cWk	2020-07-20 16:33:52	es		3.0	0.0		SinEmbargoTR	Periodismo digital con rigor en TIEMPO REAL. Todas las voces. Las mejores plumas. Sin Censura. Sin Intereses.	395197.0	5.0	43.0	25255.0	387.0	False		
@NachoOlmedoo	Noticiero 9 a todos los títulos le agrega Covid-19 jajaja	2020-07-20 16:33:51	es		0.0	0.0		Nachooooo ✌	Estare a mil años luz de casa	8194.0	1241.0	328.0	441.0	0.0	False		
@culturacoyoacan	La Dirección General de Cultura y Educación, te invitan a la convocatoria “¿Qué hubiera pasado si…?” Si tienes entre 18 y 30 años, relátanos lo que tú crees que hubiera pasado si el Covid-19 se hubiera originado en México. Consulta las bases en: https://t.co/zyS2AP1uHD https://t.co/nB9FJrUMTP	2020-07-20 16:33:50	es		1.0	0.0		Cultura Coyoacán	Dirección General de Cultura en Coyoacán, comunicando toda la oferta cultural de esta hermosa alcaldía	7030.0	40.0	158.0	3469.0	60.0	False		
@ElTequeno	Redoblan esfuerzos contra el Covid-19 tras detectarse los primeros cuatro casos https://t.co/D6If3ys6rv	2020-07-20 16:33:48	es		0.0	0.0		El Tequeño	Noticias sin censura en los Altos Mirandinos eltequenonoticias@gmail.com Instagram:ElTequeno	58692.0	1826.0	31.0	16402.0	74.0	False		
@YefrisToribioTV	"Estados Unidos supera 3.7 millones de casos confirmados de COVID-19.

Mas información aquí 
 https://t.co/X7d8CZpZWu https://t.co/ahC8274jDJ"	2020-07-20 16:33:47	es		0.0	0.0		Jeffrey Toribio	Te informamos sobre las noticias más recientes de rep.dom y el mundo, Deportes, Espectáculos, Ciencia, Economía y más ¡Tu opinión es importante!	4173.0	24.0	193.0	29.0	0.0	False		
@Cemyd1	"El Consejo Nacional de Población, señaló que, durante esta pandemia por COVID-19, se estiman más de 100 mil embarazos no deseados.
Seguro necesitaras un anticonceptivo que te proteja. 🔥🙅‍♀‍
Nosotros te ayudamos a elegir el mejor para tu cuerpo. https://t.co/4R9IoyxMyD"	2020-07-20 16:33:45	es		0.0	0.0		Cemyd	"Centro de Especialidades Médicas y Dentales.
Odontología, Psicología, Nutrición, Ginecología, Medicina.
🕰 Horario: 9:00-20:00
Reserva ahora: https://t.co/VCly9"	110.0	65.0	82.0	35.0	0.0	False		
@MaritzaBuda	"#Corpivensa    Científicos identifican seis tipos de #Covid_19.
Los hallazgos podrían ayudar a los médicos a predecir qué pacientes infectados con el #COVID19 tienen mayor riesgo y podrían necesitar atención hospitalaria durante.
@Tropacorpivensa  @MichelleDVzla https://t.co/8Lgcn8C5WY"	2020-07-20 16:33:45	es		0.0	0.0		Maritza Mercado	"EN EL NOMBRE DE DIOS EL MAS PIADOSO, COMPASIVO Y MISERICORDIOSO.
Me bloquearon mi cuenta, me encuentro en telegram ,  budamaritza,"	671.0	431.0	130.0	67.0	0.0	False		
@SIVICODigital	"Jorge Rodríguez, ministro de Comunicación e Información de Nicolás Maduro, informó que 45 empleados de Venezolana de Televisión, incluido su presidente Freddy Ñánez, dieron positivo en prueba rápida de COVID-19. Se está haciendo un barrido epidemiológico completo.

FOTO: VTV https://t.co/IrGgDIUnhy"	2020-07-20 16:33:44	es		0.0	0.0		SIVICO Digital		1047.0	0.0	2581.0	6701.0	80.0	False		
@Deivic87	Pillan a Fernando Simón y a la 1 de la mañana de la mañana con la que estuve hablando con el COVID-19	2020-07-20 16:33:44	es		0.0	0.0		David	Físico (UAM). Mirando al cielo. 'Que nunca nadie te diga lo que tienes que correr.'	8034.0	4438.0	376.0	297.0	2.0	False		
@Jed3228	Por orden de Duque los aviones Kfir hoy bombardearán el Covid 19.	2020-07-20 16:33:43	es		13.0	0.0		Jed3228	Abogado en contra de la mafia y corrupción que desgobierna. La única manera de sacarlos es no votar por ellos, sabemos quienes son.	140501.0	96.0	4598.0	2893.0	6.0	False		
@AgusMdq12	Dio positivo de Covid-19?? 🤦🏼‍♂️ https://t.co/9la9xWpwXw	2020-07-20 16:33:43	es	ES	1.0	0.0		Siempre Con Boca 💙💛💙	Mallorca/Mar Del Plata Socio Activo Boca Juniors💙💛💙	10357.0	20262.0	17168.0	31515.0	14.0	False		
@TMBinfo	@Luuuuucia11 Buenas tardes, Lucía. Hasta el 31 de diciembre, si tienes derecho a la compensación automática. Puedes comprobarlo en el siguiente formulario: https://t.co/bb6TgFNxo1. Un saludo.	2020-07-20 16:33:42	es		0.0	0.0	@Luuuuucia11	TMBinfo 😷 Posa’t la mascareta! 👉Cuidem-nos	T’informem i resolem els dubtes de servei sobre #metrobcn i #busbcn. Dl-Dv feiners de 7 a 20 h. En cas d'emergència, avisa el personal o per l'intèrfon SOS.	113826.0	5312.0	281.0	79266.0	578.0	True		
@SIN24Horas	Vacuna china contra la COVID-19 en fase 2 es segura e induce respuesta inmune #NoticiasSIN https://t.co/ooAByH9xrK	2020-07-20 16:33:42	es		7.0	2.0		Noticias SIN	"Periodismo Independiente 
Lun-Vie 2PM, 7PM y 10PM.                             Sáb-Dom 7PM."	419637.0	1568.0	645.0	1258028.0	3067.0	True		
@indepe_hgo	"#Editorial | Alcaldes no quieren queso,  sino salir de la ratonera
+ ""...En medio de una emergencia sanitaria de dimensiones históricas, poco o nada hicieron la gran mayoría de los ayuntamientos...""

#Hidalgo #Alcaldes #EmergenciaSanitaria #Covid_19
https://t.co/KJ4gL4NLGK"	2020-07-20 16:33:42	es		1.0	0.0		Independiente de Hidalgo Periódico	Somos el referente en el periodismo hidalguense, nuestra publicación se destaca por su credibilidad y certidumbre que dan al lector poder de opinión.	136388.0	49281.0	293.0	27233.0	198.0	False		
@hoynoticiasco	Conmemoración de los 210 años de la Independencia de Colombia rindió homenaje a los muertos por Covid-19 https://t.co/ArmZvML3RP	2020-07-20 16:33:40	es		0.0	0.0		Hoy Noticias		5239.0	1.0	96.0	77.0	1.0	False		
@Julietabelz	"¡NO HABRÁ BALÓN DE ORO ESTE AÑO! 

La edición 2020 del premio, fue suspendida por primera vez en su historia. Esta decisión, fue tomada por la crisis global sufrida por el Covid-19, además, del poco tiempo requerido para evaluar y juzgar a los mejores jugadores del año."	2020-07-20 16:33:39	es		0.0	0.0		Lula💚	✨Los sueños solo mueren cuando muere el soñador✨	15580.0	32796.0	886.0	1055.0	3.0	False		
@rnpacayasamiria	"#PrimeroMiSalud
#PerúEnNuestrasManos
#SelvaDeLosEspejos
@SERNANP 

✅ Sigue estos consejos de nuestro guardaparque ""Guido"". Esto puede salvar tu vida y la de tu familia.
➡️ Infórmate más en: https://t.co/YDBEtXGt8T https://t.co/9MA2YHQqN9"	2020-07-20 16:33:39	es		0.0	0.0		Reserva Nacional Pacaya Samiria	La RNPS conserva los recursos de flora y fauna, así como la belleza escénica característica del bosque tropical húmedo 🌳🐢🌅	6.0	0.0	5.0	0.0	0.0	False		
@bioplantauraba	"Somos consientes que las mejores herramientas que tenemos contra el COVID-19 son la capacidad de hacer pruebas y el análisis de información.

Por eso esta iniciativa complementa el apoyo al laboratorio molecular que inició operaciones esta semana.

Juntos saldremos adelante! https://t.co/WyWVmtw6mL"	2020-07-20 16:33:37	es		1.0	1.0		BPD S.A.	Somos la empresa nucleo de la agroindustria de la palma de aceite en Urabá. Sembramos el futuro de la region!	41.0	12.0	243.0	237.0	0.0	False		
@europapress	"#AMPLIAMOS | Los nuevos contagios de #Covid19 se elevan a los 685 en las últimas 24 horas

➡️El 65% de los nuevos casos son en Cataluña y Aragón https://t.co/DZvxX8ZJ3n"	2020-07-20 16:33:36	es		9.0	11.0		Europa Press	La agencia de noticias privada líder en España | Síguenos también en Facebook: http://t.co/IoWnFvUc2e e Instagram: https://t.co/S820ydY4AN	399972.0	3664.0	1192.0	1335161.0	14084.0	True		
@VisionPe	Llegan más insumos médicos a Yucatán para hospitales militares Por novena ocasión, las Fuerzas Armadas en Yucatán recibieron un vuelo con insumos médicos para atender la contingencia sanitaria ocasionada por el COVID-19. El avión CASA C-295 de la Fuerza … https://t.co/ucnC1y6Yew https://t.co/n5olRwJEB4	2020-07-20 16:33:32	es		0.0	0.0		Visión Peninsular	Vision Peninsular te da las gracias por visitarnos y aportar tus comentarios, opiniones.. Aqui solo se publica la verdad de lo que pasa en nuestro Estado	128006.0	83.0	1043.0	988.0	18.0	False		
@REVERSOSREVERSO	"Por Covid-19, deberán replantearse las relaciones erótico-afectivas “Es importante saber que si se toman las medidas necesarias, las probabilidades de contagio se reducen. “Se deberán extremar las recomendaciones de higiene y prevención”.

https://t.co/TXUSY0A51o"	2020-07-20 16:33:31	es		0.0	0.0		REVERSOS	https://t.co/7mYdM3gx4i Profesionales haciendo periodismo útil. Confiable. Independiente. Accesible. Honesto. Ciudadano. Plural	19083.0	537.0	1714.0	1594.0	30.0	False		
@alonso12020	Definitivamente, mi padre tiene que ver con el COVID. Aquí lo dice. Él está involucrado con el COVID-19. Lo llamaré, nuevamente. https://t.co/oVnTk5MdRo	2020-07-20 16:33:22	es		0.0	0.0	@alonso12020	Alonso	Estoy buscando la verdad.	49.0	0.0	0.0	0.0	0.0	False		
@elgmx	Científicos detectan seis tipos de Covid-19, conoce son los síntomas de alerta https://t.co/pTJQdbq2Pd	2020-07-20 16:33:22	es		1.0	0.0		El Gráfico	Las historias y las noticias en un solo lugar. El Gráfico, el Primer Diario de la Mañana. https://t.co/DdxSBRHlmx	133831.0	10568.0	4772.0	51615.0	696.0	False		
@gaes13falcon05	#20Jul  Limpiarse las manos evitar contacto cercano usar tapaboca. Son una de las claves para prevenir el COVID-19 Te lo recuerda el.@CZGNB61_Delta .@GobLizeta el #SemanaRadicalPorLaSalud GNBCuidadeTi #FANB .@GNBoficial .@fzgnb3 .@GNBGDJFL .@FabioZavarsep https://t.co/dNnmbMTu2m	2020-07-20 16:33:20	es		0.0	3.0		Gaes13Falcón	Cuenta oficial del Comando Nacional Antiextorsión y Secuestro #13 Falcón. A cargo del Mayor Jesús Díaz Castillo	193.0	1.0	88.0	43.0	0.0	False		
@elclubdecomerc	"Alarmante propagación del covid-19 en Texas: más y nuevos focos del brote han convertido a casi la mitad del estado en 'zona roja' - https://t.co/HLid0o33Bv
        La situación del estado ha llevado a algunos pacientes gravemente enfermos de covid-19 a tener que viajar larga... https://t.co/tZ02trGlHc"	2020-07-20 16:33:17	es		0.0	0.0		elclubdecomerciantes		61520.0	9.0	24.0	68.0	0.0	False		
@PNH_oficial	Recordamos los números de teléfono de los miembros de nuestra Comisión de Salud que conforman el programa PACTO. Están para atender tus consultas sobre el Covid 19 y más. #SomosPNH #PACTO https://t.co/NmR1uc2SQD	2020-07-20 16:33:16	es		4.0	4.0		Partido Nacional	Nacionalistas, justicia social con libertad y democracia. https://t.co/LMGNWZayjw	12070.0	5129.0	305.0	49607.0	73.0	True		
@enid_romanat	Complicaciones neurológicas por coronavirus y COVID-19 https://t.co/2BPIixa8tL	2020-07-20 16:33:16	es		0.0	0.0		ENID ROMANAT	Escudriño la verdad. Uso la logica y el razonamiento critico desde todos lo perfiles.	138263.0	126313.0	265.0	986.0	4.0	False		
@manoloibarrola	"SEGUIMOS CON MÁS DE 100 CONTAGIOS POR DÍA

RESUMEN COVID-19 DOMINGO 19 DE JULIO  COMARCA LAGUNERA
(Torreón, Matamoros, Madero, San Pedro, Gómez Palacio y Lerdo)

👉   Se registraron 102 nuevos contagios y 6 muertes

Abro hilo 👇"	2020-07-20 16:33:16	es		0.0	0.0		Manolo Ibarrola		1897.0	559.0	128.0	1282.0	12.0	False		
@JavierAndrsArv2	@Supersalud di positivo para covid 19 y la eps @EPS_Famisanar no me llamado para nada, un total abandono ppr parte de esta eps no sólo a mi sino a varios compañeros que al igual que yo también salieron positivos.	2020-07-20 16:33:15	es		0.0	0.0	@Supersalud	Javier Andrés Aréval		952.0	584.0	188.0	16.0	0.0	False		
@mara_lopineda	Duele ver a Juchitán así, cerrado. Pero duele más saber que nuestros paisanos están muriendo de COVID-19. https://t.co/1wUf9pyUTo	2020-07-20 16:33:14	es		0.0	0.0		Marahí Nanixhe López Pineda	Gastrónoma egresada de la @U_ElClaustro. Hija de @HuiniLupe y mamá de un Xoloitzcuintle.  Cocinera propietaria de @comixcal. Istmeña zaa.	6950.0	6014.0	1208.0	1009.0	2.0	False		
@Filoinfosofia	Propuesta para protocolo de bioseguridad: para la reapertura de las bibliotecas médicas cubanas ante la emergencia sanitaria por la COVID-19 #universoabierto https://t.co/nps9GdYujr	2020-07-20 16:33:13	es		0.0	0.0		Filoinfosofia	... como su propio nombre indica, alimentado desde Departamento de Información y comunicación de la UGR	16222.0	64.0	80.0	298.0	33.0	False		
@geovannireuma	"Este brote tipo Oleada de COVID-19 solo se minimiza con el incremento de la Conciencia del deber Social y esta se expresa con el uso adecuado y permanente de la mascarilla..@PartidoPSUV ..
A mayor Conciencia del uso de la Mascarilla menor Contagio..@NicolasMaduro @Inpsasel_vzla"	2020-07-20 16:33:13	es		0.0	2.0		Geovanni Jose Peña G	Medico Reumatólogo.. Venezuela... Hospital Razzeti Barinas	24332.0	25409.0	971.0	3021.0	20.0	False		
@josechasiempre	"La *obesidad* es grave, causa grandes daños a la salud,incluyendo el COVID-19 😷.
*¿Necesitas ayuda para bajar de peso? A partir del *18 de julio* te brindaremos consejos
⭐ Click aquí para descubrir + consejos para adelgazar:
https://t.co/HtEfH4oWO5

[https://t.co/9djGffWpfs] 💚 https://t.co/QUd7eSpI3Q"	2020-07-20 16:33:11	es	PE	0.0	1.0		José Chávez	"""Conectados y Juntos hasta terminar la obra"""	13624.0	7132.0	315.0	1814.0	7.0	False		
@CCMSSAC	"A causa del estancamiento económico ocasionado por el COVID-19, más de 10 mil familias de resineros en Michoacán están en riesgo de padecer pobreza alimentaria. 
Urge una estrategia de apoyo y reactivación productiva. https://t.co/N675o2jRB5"	2020-07-20 16:33:09	es		2.0	1.0		Consejo Civil	El Consejo Civil Mexicano para la Silvicultura colabora con comunidades rurales en sus iniciativas de manejo y uso sustentable de los recursos naturales.	5047.0	2458.0	769.0	5053.0	61.0	False		
@DeepW0e	Ojala me diera covid 19  a ver si me encierran en soledad un rato.	2020-07-20 16:33:07	es		0.0	0.0	@DeepW0e	Dē rērum natūra	Brujos y drogas, el aquelarre de medianoche.	16648.0	18854.0	77.0	175.0	3.0	False		
@chaskiradio	#Noticias: Pacientes con obesidad leve son afectados por el COVID-19 https://t.co/dP0uyTNCOb	2020-07-20 16:33:04	es		0.0	0.0		Chaski Radio	Radio Chaski es un portal de noticias de actualidad y música.	18121.0	962.0	318.0	408.0	3.0	False		
@granadadigital	"Los nuevos contagios de Covid-19 se elevan a los 685 en las últimas 24 horas

👉 https://t.co/aSbbuJtxch https://t.co/ARRgGcrsXy"	2020-07-20 16:33:02	es		0.0	0.0		GranadaDigital	Diario líder nativo digital de #Granada. En Facebook: https://t.co/683QPsbZF0 / En Instagram: @granadadigital / Email: redaccion@andalucianoticias.es	111169.0	1457.0	590.0	30595.0	552.0	False		
@tucumanalas7	Confirman que dos vacunas contra el Covid-19 son efectivas y seguras https://t.co/Qi8J8KirhG #NOVEDADES	2020-07-20 16:33:02	es		0.0	0.0		Tucumán a las 7	Medio informativo de la provincia de Tucumán	164142.0	37.0	2376.0	16293.0	164.0	False		
@eldigitalCLM	"🔴 CLM suma un fallecido y 52 nuevos casos por COVID-19 durante el fin de semana

🏥 Once pacientes se encuentran ingresados en la UCI

https://t.co/JQcVfcunZ4"	2020-07-20 16:33:01	es		0.0	1.0		EL DIGITAL CLM	El periódico digital de Castilla-La Mancha. Actualidad, sucesos, opinión, deportes y mucho más. Síguenos también en Facebook e Instagram.	114501.0	4647.0	2101.0	21707.0	309.0	False		
@ExtraVzla	Descubren otro hospital que practicó pruebas falsas de Covid-19 en Bangladesh https://t.co/dqha53d2PF https://t.co/SDNzulVxHk	2020-07-20 16:33:00	es		0.0	0.0		EXTRA VENEZUELA	Somos las noticias de Venezuela. redaccion@extravenezuela.com	2028463.0	78.0	17617.0	31252.0	242.0	False		
@mypanamalawyer	"@CancilleriaPma @aferrerl Panameñ@: Ha sufrido daños por el #COVID-19?  Gobiernos están demandando a Gobiernos China Popular y Hubei x daños supuestamente causados al mundo por virus de Wuhan. @Apedeorg @elsiglodigital #todoscontraelcovid19 #virusPCCh
https://t.co/X6qjydwisr"	2020-07-20 16:33:00	es		0.0	0.0	@CancilleriaPma	My Panama Lawyer	International trust & estate consultant	3450.0	2903.0	355.0	247.0	15.0	False		
