Author	Content	Date	Language	Location	Number of Likes	Number of Retweets	In Reply To	Author Name	Author Description	Author Statuses Count	Author Favourites Count	Author Friends Count	Author Followers Count	Author Listed Count	Author Verified	Longitude	Latitude
discrete	string	time	discrete	discrete	continuous	continuous	discrete	discrete	string	continuous	continuous	continuous	continuous	continuous	discrete	continuous	continuous
class	meta title=True	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta
@ecuainm_oficial	"🔴#ATENCIÓN Ministerio de @Salud_Ec emite reporte de #COVID19👇
-267.795 muestras tomadas
-94.701 confirmados
-5.932 fallecidos
-3.539 fallecidos probable #COVIDー19 
-66.099 recuperados

#Quito registra 16.210 contagiados

#QuedateEnCasa #Ecuador #coronavirus https://t.co/7qWb4cncKh"	2020-08-10 17:37:04	es		0.0	0.0		Ecuadorinmediato	Medio de Comunicación - Cuenta oficial del Primer Periódico Digital de Ecuador fundado 10 de Agosto de 2004	197591.0	395.0	1495.0	421548.0	1308.0	False		
@ellitoral	"Covid-19: exigencia y control de hisopados en el Túnel, el otro ""peaje"" https://t.co/y0vyQR39YE"	2020-08-10 17:37:04	es		0.0	0.0		ellitoral	Noticias, Servicios y toda la información de Santa Fe, Argentina y el mundo | http://t.co/UHdEVcdhPX | WhatsApp 342-6305344	226144.0	245.0	92.0	146818.0	509.0	True		
@bulevarense	Ahora teniendo España un repunte por la segunda ola de covid19 , repatriar mas venezolanos procedentes de ese país sería una imprudencia mortal en estos momentos ; luego no hablen de casos importados de Colombia como si no fuesen venezolanos los que regresan https://t.co/8DNgEU4rmz	2020-08-10 17:37:04	es		0.0	0.0		Abad Lugo Humberto	Abogado y Asistente Contable Freelancer .Trabaja en Silencio y deja que tu Exito haga el Ruido. Give up only everything that won't let you go	3110.0	2051.0	182.0	171.0	0.0	False		
@IdaniaIGA	"Te comparto la información actualizada de #Covid19 en #QuintanaRoo 
10/Agosto
@CarlosJoaquin @AleAguirreC_ 
#JuntosSaldremosAdelante #QuedateEnCasa https://t.co/hw0TZk3P0K"	2020-08-10 17:36:58	es		0.0	0.0		Idania Garcia Aguayo	Representante del Gobierno de Quintana Roo en la Ciudad de México     #JuntosSaldremosAdelante	1900.0	2875.0	787.0	565.0	1.0	False		
@12HEBRAS	@JASRA1 Si. Solo NO vayas al hospital. Mi amigo tiene un pulmón nada mas, sobrevivió y anda vivito. ,  tuvo eso que llaman COVID19. Lo atendieron en su casa. Le administraron oxigeno y otros medicamentos especialistas conocidos nuestros. Todo salio en $30,000 +/-	2020-08-10 17:36:56	es		0.0	0.0	@JASRA1	alguerlem		115.0	589.0	27.0	8.0	0.0	False		
@Gervasi07383828	"Piensalo... eres un ser inteligente
#NuevoOrdenMundial #COVID19 #STOP #VacunaNO https://t.co/1SL4jvbA1q"	2020-08-10 17:36:52	es		0.0	0.0		Gervasio	"Wayat y cornis mi peli fav
Pollo
Sapo"	70.0	81.0	21.0	4.0	0.0	False		
@CesarLuisC	Cuando se te queda el tapaboca en la casa 🤣🤣👏👍👍 #COVID19 #humor #FelizLunes https://t.co/cWqJOsbGdU	2020-08-10 17:36:50	es		0.0	0.0		Amazonas	Ing. Civil Indígena y locutor del Estado Amazonas! #YoSoyVenezolano	36161.0	381.0	400.0	2585.0	11.0	False		
@maritza_sozzo	@Paulo92447211 No seas ignorante y si no sigues mis publicaciones ahorra tus comentarios en mi cuenta; te lo voy resumir, en la 4ta no alcanzaba el sueldo y por eso hay que buscar otros ingresos y en la 5ta tampoco y menos en tiempos de embestida imperial, crisis económica inducida y Covid19...	2020-08-10 17:36:50	es		0.0	0.0	@Paulo92447211	Maritza Sozzo	"Ingeniera Civil. La Felicidad no es la ausencia de los problemas, Sino la Habilidad de salir adelante con ellos. "" De izquierda """	44106.0	46986.0	10476.0	12894.0	12.0	False		
