Author	Content	Date	Language	Location	Number of Likes	Number of Retweets	In Reply To	Author Name	Author Description	Author Statuses Count	Author Favourites Count	Author Friends Count	Author Followers Count	Author Listed Count	Author Verified	Longitude	Latitude
discrete	string	time	discrete	discrete	continuous	continuous	discrete	discrete	string	continuous	continuous	continuous	continuous	continuous	discrete	continuous	continuous
class	meta title=True	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta
@metrodebh	"Covid-19 no Brasil 
100.240 mortes
2.988.796 casos confirmados"	2020-08-08 16:58:57	es		0.0	0.0		Metrô de BH 🚇	Perfil especializado em mobilidade que visa informar os usuários do Metrô sobre o sistema. Tiramos dúvidas. Não somos da CBTU! Atualizado 24 horas.	17255.0	1283.0	0.0	4108.0	12.0	False		
@minuto30com	Otros 8.500 casos y 182 muertes se suman a la cuenta de la COVID-19 en Florida https://t.co/Ewy352rOdu a través de @minuto30com	2020-08-08 16:58:56	es		0.0	0.0		Minuto30.com	https://t.co/WlBFZu5XOn es un sitio noticioso que utiliza oportunidades tecnológicas y creación de comunidades, para la producción y distribución de noticias	423809.0	1016.0	47454.0	628253.0	1190.0	True		
@LaRazonCo	#Córdoba | Promoción y prevención del COVID-19 son claves para disminuir letalidad en Córdoba https://t.co/tREwyRWOZx a través de @LaRazonCo	2020-08-08 16:58:53	es		0.0	0.0		LA RAZÓN. CO	Diario Digital líder en Córdoba ¡Siempre Informando! Noticias de Montería, Córdoba y el caribe colombiano, en un solo lugar.	191146.0	2744.0	2285.0	52503.0	185.0	True		
@ninjitametal	Mucha gente no cree en el covid-19 pero creen que su amante dejará a su espos@ por ustedes.	2020-08-08 16:58:53	es		0.0	0.0		Juan Pablo Franco	"Arquitecto - La Vida es como una Película de Zombies, es como estar siendo acorralado con una opción: La supervivencia
Jack Daniels N°7 Metal-Rock-HipHop-Punk"	91015.0	1530.0	1561.0	1652.0	32.0	False		
@ExtraVzla	Sucre | Gob. Edwin Rojas aseguró que se recuperó del COVID-19 (+Vídeo) https://t.co/SGG7X4suum https://t.co/ynXLUQEfHn	2020-08-08 16:58:49	es		0.0	0.0		EXTRA VENEZUELA	Somos las noticias de Venezuela. redaccion@extravenezuela.com	2060494.0	79.0	17697.0	32154.0	243.0	False		
@FranklinCamp46	"Piden apoyo familias afectadas por crisis
Mediante un llamado para hacer conciencia a las autoridades locales y federales, solicitó que se entreguen programas de atención integral para hacer frente a los estragos que ha dejado la pandemia del Covid-19... https://t.co/yVFwmrht3a"	2020-08-08 16:58:48	es		0.0	0.0		Franklin Campos Córdova	"Dejaría en este libro
toda mi alma... García Lorca✍✍"	258.0	189.0	652.0	636.0	0.0	False		
@RCascoCarreras	Conoce a Lupita y sus 10 antídotos contra el virus de la desinformación en tiempos de COVID-19 https://t.co/SFGpVosVVE	2020-08-08 16:58:43	es		0.0	0.0		Ramón Casco	Periodista y docente	162.0	4.0	13.0	513.0	4.0	False		
@con_sello	"#Coronavirus 
Rada Tilly confirmó su sexto caso positivo de Covid 19
 
https://t.co/jZgShw19lG"	2020-08-08 16:58:40	es		0.0	0.0		Con Sello Patagonico	"Sitio Web de noticias.  Periodismo Digital

Buscanos en Facebook - Twitter - Instagram - YouTube"	19190.0	111.0	827.0	1242.0	7.0	False		
@pamanes64	"Señor Presidente 
Andrés Manuel López Obrador 

Al día de ayer Mexico DECLARÓ 52,000 MUERTES covid 19

Que en realidad son 156,000 FALLECIMIENTOS por coronavirus https://t.co/Ky88YDRK6M"	2020-08-08 16:58:39	es		0.0	0.0		Jorge A. Pamanes		115527.0	1370.0	148.0	108.0	1.0	False		
@prensaUVM	85% de los mexicanos considera que la pandemia del COVID-19 ha afectado la economía de su comunidad: #COP #UVM https://t.co/1yeJDVBmw1 #covid	2020-08-08 16:58:39	es		0.0	0.0		Prensa UVM	Información oficial , noticias y actividades de la Universidad del Valle de México.	29414.0	135.0	1286.0	11379.0	67.0	False		
