Author	Content	Date	Language	Location	Number of Likes	Number of Retweets	In Reply To	Author Name	Author Description	Author Statuses Count	Author Favourites Count	Author Friends Count	Author Followers Count	Author Listed Count	Author Verified	Longitude	Latitude
discrete	string	time	discrete	discrete	continuous	continuous	discrete	discrete	string	continuous	continuous	continuous	continuous	continuous	discrete	continuous	continuous
class	meta title=True	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta
@tatisnauta	Ir a #Corridadetoros puede ser que haga que #Huelva fuerte el #COVID19	2020-08-07 15:29:51	es		0.0	0.0		TonTania	-degradable	1895.0	130.0	0.0	155.0	3.0	False		
@AduanadeCuba	Ante la #COVID19 las mujeres cubanas,han sido claves en el éxito al enfrentamiento y prevención. #AduanadeCuba #AduanaCav estas son solo algunas de las mujeres aduaneras que brindaron su apoyo motivadas por ayudar al pueblo y a la Revolución #MujeresenRevolucion #Aniversario60FMC https://t.co/DzvwJIOpcY	2020-08-07 15:29:46	es		0.0	0.0		AduanadeCuba	Página meramente informativa. Cualquier pregunta, reclamación o duda deben realizarse a través de la página Web de la Aduana: https://t.co/5jWjssby0l.	11031.0	11562.0	1062.0	3273.0	9.0	False		
@Masnoticias0ax	#COVID19 Un muerto cada cuatro minutos; México rebasa los 50 mil decesos https://t.co/r6BRgI6QTD https://t.co/ng7xPjSrGw	2020-08-07 15:29:44	es		0.0	0.0		Más Noticias Oaxaca	Correo: redaccion@masnoticiasoaxaca.com https://t.co/VoAX3HBv9J	26766.0	2.0	493.0	6324.0	53.0	False		
@icorvilud	"ATENCION al cuidado #enfermedadescronicas. Tan o más graves que #COVID19, pero PREVENIBLES y TRATABLES. Un mal control de #hipertension #diabetes #obesidad #enfermedadcardiovascular, ect predispone a COMPLICACIONES por #coronavirus 
#PrevencionyAccion #vaccine #healthpromotion https://t.co/tcmfp1fOlG"	2020-08-07 15:29:37	es		1.0	0.0		𝕀nstituto ℂ𝕠𝕣𝕧𝕚𝕝𝕦𝕕	"Corazón Vida Salud #cardiologiadeportiva #sportscardiology #CovidWarrior #Catalista #digitaltransformation
PERSONAL OPINION gymnastics,sK8,swim,yoga,Art,Write"	5086.0	7522.0	1051.0	837.0	37.0	False		
@xeunoticias	Gobernador de Oasaka sugiere a ciudadanos hacer gárgaras para evitar COVID-19 https://t.co/YiQ6jkiWMK #News	2020-08-07 15:29:34	es		0.0	0.0		xeu noticias	Cuenta oficial del medio informativo líder en Veracruz. *Tuits marcados con asterisco son patrocinados.	523955.0	82.0	590.0	199827.0	730.0	False		
@rodolfolara_	"El gobierno anunciará acciones inmediatas a causa del rebrote del COVID19, en los próximos minutos.
El presidente de la República se reune en palacio de gobierno con el premier Walter Martos para articular dichas medidas."	2020-08-07 15:29:33	es		0.0	0.0		Rodolfo Lara Mucha	"Consultor estrategias de Campañas. 37 años de labor. Director de Prensa en Radio Libertad (15 años). actualmente en UCI Tv. 18.1
Bachiller en Derecho."	23756.0	2694.0	1234.0	1115.0	15.0	False		
@emco_ep	"#MisiónTernura | En tiempos de #COVID19 es indispensable estar alerta. Si notas que el recién nacido tiene falta de apetito, dificultad para respirar, fiebre y coloración azul en su piel, acude inmediatamente al centro de salud más cercano.
 
#LactanciaMaternaSí https://t.co/zo3qMukk99"	2020-08-07 15:29:25	es		0.0	0.0	@emco_ep	@emco_ep	Cuenta oficial de la Empresa Coordinadora de Empresas Públicas. Presidida por el Mgs. José Andrés López	29963.0	6417.0	187.0	8622.0	22.0	False		
@Dannyboy1961	@VillageFrankie4 No pos ya llegaron a la meta 110 k muertos entre CoVid19 y el CO..	2020-08-07 15:29:19	es		0.0	0.0	@VillageFrankie4	DANY VILLABOY 🇲🇽 MX	Ingeniero. Maestro de matemáticas..  anti chairo...VIVA VILLA MUERA EL MAL GOBIERNO.. EN LA REVOLUCIÓN PASAN COSAS MALAS PERO NECESARIAS PARA VIVIR EN PAZ	75854.0	40286.0	7348.0	7504.0	8.0	False		
